ecg_id,segment_id,label,mean_I,median_I,variance_I,std_I,mean_II,median_II,variance_II,std_II,mean_III,median_III,variance_III,std_III,mean_V3,median_V3,variance_V3,std_V3,mean_V6,median_V6,variance_V6,std_V6
1,seg_0a2s,NORM,-0.092152,-0.115,0.009086165061061,0.0953213777757175,-0.035352,-0.06,0.0055068209169169,0.0742079572344968,0.056804,0.063,0.002140452036036,0.046265019572416,0.010465,0.005,0.0120437285035035,0.1097439223989351,0.004484,-0.01,0.0067776473913913,0.0823264683524769
1,seg_2a4s,NORM,0.0096689999999999,-0.014,0.0124443638028028,0.1115543087594683,0.038412,0.021,0.0072231934494494,0.084989372567689,0.028754,0.036,0.0022214489329329,0.0471322493939439,0.006519,0.001,0.0172069746136136,0.1311753582560902,0.0467289999999999,0.015,0.0086830746336336,0.0931830168734283
1,seg_4a6s,NORM,0.0196599999999999,0.0,0.0090410034034034,0.0950841911329291,0.0101509999999999,-0.008,0.0062525267257257,0.0790729203060423,-0.009496,-0.0065,0.002653113097097,0.0515083789018553,-0.027167,-0.04,0.0123191662772772,0.1109917396803801,-0.053131,-0.08,0.0072844442832832,0.0853489559589529
1,seg_6a8s,NORM,0.0162849999999999,-0.009,0.0085241319069069,0.092326225455755,-0.021903,-0.05,0.0057991467377377,0.0761521289113951,-0.038211,-0.0355,0.0013997382172172,0.0374130754846112,-0.005236,-0.014,0.012329698002002,0.1110391732768305,-0.035778,-0.064,0.0095652219379379,0.0978019526284518
1,seg_8a10s,NORM,0.0595849999999999,0.0335,0.0103972099849849,0.1019667101802592,0.020253,-0.02,0.0085046196106106,0.0922204945259491,-0.039337,-0.035,0.0024627281591591,0.0496258819484264,0.014115,-0.0055,0.0160846264014014,0.1268251804706045,0.049855,0.035,0.0121639259009009,0.1102901895043294
2,seg_0a2s,NORM,-0.024059,-0.052,0.0098532367557557,0.0992634714069367,0.1366639999999999,0.095,0.0417815526566566,0.2044053635711564,0.16074,0.1485,0.0229571715715715,0.1515162419398381,-0.05419,-0.0765,0.0856833492492492,0.2927171830440591,-0.0127629999999999,-0.015,0.0245160208518518,0.1565759267954427
2,seg_2a4s,NORM,0.089966,0.039,0.0190239728168168,0.1379274186549462,0.116245,0.094,0.0625817206956956,0.2501633880001142,0.0262979999999999,0.05,0.0293971603563563,0.1714560012258432,-0.0199969999999999,-0.075,0.1695964394304304,0.4118208827031849,-0.034788,-0.1,0.039995955011011,0.1999898872718593
2,seg_4a6s,NORM,-0.054136,-0.079,0.0112213328368368,0.1059307926753917,-0.105526,-0.1185,0.0294632505745745,0.1716486253209578,-0.051388,-0.065,0.0203078272832832,0.1425055342198445,0.044502,0.005,0.0883543002962962,0.2972445126428683,0.0046639999999999,-0.02,0.0239604275315315,0.154791561564355
2,seg_6a8s,NORM,-0.027186,-0.085,0.0191497511551551,0.1383826259150879,-0.123136,-0.139,0.0547206821861861,0.233924522413077,-0.095946,-0.0755,0.0273227958798798,0.1652960854947263,0.129656,0.08,0.1795155572212212,0.4236927627671037,0.0690739999999999,0.02,0.0422721987227227,0.2056020396852198
2,seg_8a10s,NORM,-0.0024479999999999,-0.027,0.0135571424384384,0.1164351426264357,-0.041407,0.0185,0.0489537551061061,0.2212549549865632,-0.03897,0.0195,0.0403442533533533,0.2008587895845072,-0.039599,-0.07,0.093395808007007,0.3056072774117249,-0.024228,-0.055,0.0245680981141141,0.1567421389228631
3,seg_0a2s,NORM,-0.023004,-0.059,0.0142117537377377,0.1192130602649631,-0.00945,-0.03,0.0120577152152152,0.109807628219606,,,,,-0.047202,-0.078,0.0233551343303303,0.1528238670179836,-0.034446,-0.05,0.0068046777617617,0.0824904707330596
3,seg_2a4s,NORM,-0.011228,-0.053,0.0191186246406406,0.1382701147777083,0.0746059999999999,0.07,0.0130240528168168,0.1141229723448211,,,,,-0.02847,-0.06,0.0317702513513513,0.178242114415621,-0.013333,-0.02,0.0107047028138138,0.1034635337392543
3,seg_4a6s,NORM,0.0038789999999999,-0.0225,0.0112292656246246,0.1059682293172091,-0.137431,-0.164,0.0090958791181181,0.0953723184059091,-0.14131,-0.144,0.003488124024024,0.0590603422274543,0.066967,0.042,0.0239606906016016,0.154792411317873,0.0843549999999999,0.065,0.0075364213963963,0.08681256473804
3,seg_6a8s,NORM,0.0134369999999999,-0.03,0.0150111051361361,0.1225198152795544,0.0850629999999999,0.0885,0.016187991022022,0.1272320361466483,0.0716219999999999,0.1025,0.0137731562722722,0.1173590911360183,-0.0049999999999999,-0.0355,0.0298016816816816,0.1726316358078138,-0.016571,-0.04,0.009873102061061,0.0993634845456874
3,seg_8a10s,NORM,0.0030159999999999,-0.034,0.0139124762202202,0.1179511603173967,0.015555,0.0115,0.0220556205955955,0.1485113483730977,,,,,-0.0018459999999999,-0.0235,0.0239250353193193,0.154677197153683,0.0017579999999999,-0.01,0.0078307421781781,0.088491480822609
4,seg_0a2s,NORM,-0.032652,-0.054,0.0181620969929929,0.1347668245266356,0.0198469999999999,-0.031,0.0810380075985985,0.2846717541285025,0.052485,-0.001,0.0527598656406406,0.2296951580696481,-0.005376,-0.1,0.2993969856096096,0.5471718063000045,-0.068939,-0.145,0.0820665958748748,0.2864726791072315
4,seg_2a4s,NORM,0.01486,-0.02,0.0183614878878878,0.1355045677749937,-0.111481,-0.2365,0.0989685942332332,0.3145927434529176,-0.1263409999999999,-0.2085,0.061470315034034,0.2479320774608119,0.09361,-0.01,0.2582652051051051,0.5081979979349635,0.065556,0.02,0.0622232601241241,0.2494459062083884
4,seg_4a6s,NORM,0.0101699999999999,-0.015,0.0149208919919919,0.122151103114102,0.45335,0.395,0.0843122897897898,0.2903657861900913,0.443181,0.405,0.0533866008398398,0.2310554064285011,-0.22153,-0.3115,0.2130521132132131,0.46157568524914,-0.179355,-0.231,0.0497969759509509,0.2231523603974445
4,seg_6a8s,NORM,-0.0227179999999999,-0.057,0.0208467492252252,0.1443840338307017,0.138755,0.052,0.0937144594344344,0.3061281748458224,0.16145,0.095,0.0648176951951951,0.2545931955005773,-0.039217,-0.135,0.3418257136246246,0.5846586299924296,-0.025419,-0.109,0.0842747341731731,0.2903011094935278
4,seg_8a10s,NORM,0.025028,0.001,0.0192861233393393,0.1388744877194488,-0.415002,-0.445,0.1527821020980981,0.3908735116352835,-0.44003,-0.405,0.1396974325325325,0.3737611972002077,0.195159,0.16,0.2698594011201201,0.5194799333180447,0.2620699999999999,0.146,0.1820182413413413,0.4266359588001711
5,seg_0a2s,NORM,-0.019452,-0.04,0.0057275031991991,0.0756802695502546,-0.185992,-0.1675,0.0652294393753753,0.2554005469363278,-0.166548,-0.145,0.0464638875835835,0.2155548366044788,0.0405669999999999,0.0075,0.0390123518628628,0.1975154471499959,0.0116129999999999,-0.023,0.0333442434744744,0.1826040620426459
5,seg_2a4s,NORM,0.0030239999999999,-0.017,0.0074908382622622,0.086549628897311,-0.0113089999999999,-0.055,0.0437754269459459,0.2092257798311334,-0.0143499999999999,-0.041,0.0230356151151151,0.1517748830179589,0.013481,-0.045,0.0425239816206206,0.206213437051567,0.0045,-0.0465,0.0387621481481481,0.1968810507594576
5,seg_4a6s,NORM,0.02257,0.003,0.006913913013013,0.0831499429525541,0.094459,0.04,0.04099075107007,0.2024617274204437,0.071894,0.048,0.0228698145785785,0.1512276911765123,0.020865,-0.035,0.0453764952702702,0.2130175938045265,0.021795,-0.031,0.029099112087087,0.1705846185536289
5,seg_6a8s,NORM,-0.025316,-0.04,0.0062242824264264,0.0788941216214898,0.053723,0.015,0.0308069231941942,0.1755190109195986,0.079018,0.062,0.0169702679439439,0.1302699809777522,-0.061537,-0.1169999999999999,0.0399069455765765,0.1997672284849959,-0.0429899999999999,-0.099,0.0305318157157157,0.1747335563528531
5,seg_8a10s,NORM,0.0011809999999999,-0.019,0.0068566568958958,0.0828049327992958,0.0366919999999999,-0.015,0.0529667558918919,0.2301450757498233,0.0355069999999999,-0.005,0.0319469008518518,0.1787369599491158,-0.015025,-0.0575,0.0411994618368368,0.2029765056277126,0.005294,-0.03,0.0283715731371371,0.1684386331491001
6,seg_0a2s,NORM,0.035482,-0.005,0.0147786583343343,0.1215675052566858,-0.0543149999999999,-0.085,0.0378843821571571,0.1946391074711275,-0.089778,-0.107,0.0251529496656656,0.1585968148030271,0.0029399999999999,-0.0085,0.0566772376376376,0.2380698167295418,0.008326,-0.045,0.0489241338578578,0.221188005682627
6,seg_2a4s,NORM,-0.000466,-0.04,0.0163064512952952,0.1276967160709127,0.0297279999999999,0.006,0.0239928648808808,0.1548963036385338,0.03018,0.045,0.0154602438438438,0.1243392289015974,0.0077099999999999,-0.0055,0.0564513572572572,0.2375949436693829,-0.0029039999999999,-0.0505,0.0342891939779779,0.1851734159591435
6,seg_4a6s,NORM,0.036833,-0.01,0.0184882153263263,0.1359713768641265,0.069087,0.04,0.0327353007317317,0.1809289936183024,0.03224,0.04,0.019459678078078,0.1394979500855768,0.0252129999999999,0.0185,0.0560761978288288,0.2368041338930316,-0.023672,-0.0725,0.0460627511671671,0.2146223454516494
6,seg_6a8s,NORM,-0.003337,-0.042,0.0143501395705705,0.1197920680619988,-0.021969,-0.045,0.0340442342732732,0.1845107971726133,-0.018637,-0.021,0.0188862454764764,0.1374272370255491,-0.031052,-0.03,0.0703559031991992,0.2652468721760903,-0.0296039999999999,-0.083,0.0486581573413413,0.2205859409421673
6,seg_8a10s,NORM,-0.067185,-0.105,0.0154116544294294,0.1241436846135534,-0.009799,-0.034,0.0231627273263263,0.1521930593894686,0.057379,0.075,0.0119941435025025,0.1095177771072007,-0.039688,-0.073,0.0423553099659659,0.2058040572145407,0.027097,-0.013,0.0336308144054054,0.1833870617175743
7,seg_0a2s,NORM,0.0204149999999999,-0.05,0.0677701289039039,0.2603269653798928,0.029841,0.01,0.0119899016206206,0.1094984092150229,0.009427,0.055,0.0438215662372372,0.2093360127575693,-0.024436,-0.04,0.0448283322362362,0.2117270229239438,0.023728,-0.01,0.0411541621781781,0.2028648865086764
7,seg_2a4s,NORM,0.0036789999999999,-0.066,0.066736128087087,0.2583333661900589,0.016433,0.0,0.0123369004114114,0.1110716003819671,0.012758,0.055,0.0420874148508508,0.2051521748625903,-0.0232239999999999,-0.04,0.0421525864104104,0.2053109505370096,0.0172179999999999,-0.008,0.0417139484244244,0.2042399285752529
7,seg_4a6s,NORM,-0.008827,-0.075,0.065512968039039,0.2559550117482349,-0.039159,-0.055,0.0115755973163163,0.1075899498852765,-0.030328,0.02,0.0433783827987988,0.2082747771546012,0.0157879999999999,0.002,0.0460686457017017,0.2146360773535094,0.035671,0.005,0.0412273841431431,0.2030452760916715
7,seg_6a8s,NORM,-0.026587,-0.081,0.0594470354664664,0.2438176274728028,-0.005495,-0.015,0.0119253973723723,0.1092034677671564,0.0210899999999999,0.064,0.0371133432432432,0.1926482370623807,-0.042586,-0.043,0.0405055781821821,0.201259976602856,-0.005053,-0.035,0.0452344586496496,0.2126839407422423
7,seg_8a10s,NORM,0.008106,-0.051,0.0653581248888889,0.2556523516201032,0.009311,-0.005,0.0110539101891891,0.1051375774363723,0.001195,0.055,0.0419618968718718,0.2048460321116127,0.058362,0.07,0.046792073029029,0.2163147545338251,-0.062532,-0.085,0.0409727937697697,0.2024173751676712
9,seg_0a2s,NORM,-0.026552,-0.04,0.0067528341301301,0.082175629782376,-0.00849,-0.03,0.0112826985985986,0.1062200480069492,0.018057,0.01,0.005028268019019,0.0709102814760949,-0.001529,-0.0515,0.0813936888478478,0.2852957918509277,0.042774,0.005,0.0115407656896896,0.1074279558108115
9,seg_2a4s,NORM,-0.0106219999999999,-0.035,0.0082074225385385,0.0905948262238994,-0.0045479999999999,-0.036,0.0131918575535535,0.1148558120146888,0.006073,-0.006,0.0045887704414414,0.0677404638413514,0.0118649999999999,-0.055,0.0819929036786786,0.2863440302829425,0.0017899999999999,-0.0445,0.0139788347347347,0.1182321222626691
9,seg_4a6s,NORM,-0.044743,-0.0645,0.0060226155665665,0.0776055124753813,-0.041244,-0.075,0.0109257402042042,0.104526265618763,0.003509,0.0,0.0049162561751751,0.0701160193905442,-0.0298539999999999,-0.082,0.0824467334174174,0.2871353921365623,-0.0350679999999999,-0.075,0.0126274067827827,0.1123717348036541
9,seg_6a8s,NORM,0.0126689999999999,-0.005,0.0051140134524524,0.0715123307720595,-0.026371,-0.06,0.0099184538128128,0.0995914344349593,-0.039045,-0.05,0.0045221911661661,0.0672472390969782,-0.042148,-0.095,0.0754124105065065,0.2746132016245878,-0.0227929999999999,-0.06,0.0118805286796796,0.1089978379587397
9,seg_8a10s,NORM,0.0532,0.0255,0.0068154274274274,0.0825556020354005,0.054662,0.053,0.0141341519079079,0.1188871393713714,0.0014659999999999,-0.015,0.0056730058498498,0.0753193590642528,0.023768,-0.015,0.0781281623383383,0.2795141540930232,0.012892,-0.005,0.0132719883243243,0.1152041159174633
10,seg_0a2s,NORM,0.0009779999999999,-0.035,0.0094947722882882,0.0974411221625053,-0.015073,-0.05,0.0222160677387387,0.1490505543053722,-0.016053,-0.033,0.0074344466376376,0.0862232372254581,-0.0224959999999999,-0.051,0.0530486786626626,0.2303229876991497,-0.044287,-0.085,0.0233801307617617,0.1529056269787406
10,seg_2a4s,NORM,-0.013718,-0.0445,0.0078465029789789,0.0885804887036585,0.0032159999999999,-0.029,0.0173884578018018,0.1318653017355278,0.016923,0.02,0.0051122232942942,0.0714998132465693,-0.007888,-0.035,0.0305827061621621,0.1748791187139338,0.018627,0.025,0.025105143014014,0.1584460255544897
10,seg_4a6s,NORM,-0.006201,-0.035,0.0077523549539539,0.088047458532055,-0.090335,-0.1205,0.0174558326076076,0.1321205230371406,-0.084134,-0.095,0.0041564745185185,0.0644707260585648,0.0147669999999999,0.005,0.0253756743853853,0.1592974399837781,0.135317,0.1,0.0165407572682682,0.1286108753887798
10,seg_6a8s,NORM,-0.008014,-0.035,0.0092475473513513,0.0961641687498589,-0.014655,-0.04,0.0184492171921921,0.1358278954861342,-0.006649,-0.02,0.0036745783773773,0.0606183006803834,0.0092659999999999,0.003,0.0228410583023023,0.1511325851770633,0.017594,0.0025,0.0163833124764764,0.1279973143330612
10,seg_8a10s,NORM,0.014965,-0.015,0.0083187465215215,0.0912071626656674,0.13181,0.11,0.0162754813813813,0.1275753948901643,0.116843,0.12,0.0039308151661661,0.0626962133319562,-0.012931,-0.02,0.0229831914304304,0.151602082539886,-0.129528,-0.135,0.0174408841001001,0.1320639394388192
11,seg_0a2s,NORM,0.0252649999999999,-0.02,0.013463284059059,0.1160313925584755,-0.071347,-0.115,0.0331937263173173,0.1821914551160874,-0.096602,-0.124,0.011101493089089,0.1053636231774946,0.0037279999999999,-0.065,0.0233804244404404,0.1529065873023148,0.0150619999999999,-0.035,0.0287371693253253,0.1695204097603746
11,seg_2a4s,NORM,0.0008339999999999,-0.04,0.0110487572012012,0.1051130686508637,-0.090367,-0.095,0.0309253296406406,0.1758559911991645,-0.091187,-0.081,0.0100705185495495,0.1003519733216519,0.036478,-0.015,0.0233571947107107,0.1528306078987802,0.043345,0.005,0.0286235535285285,0.1691849683882363
11,seg_4a6s,NORM,0.0038829999999999,-0.04,0.0137118591701701,0.1170976480129732,0.165209,0.16,0.049700726045045,0.2229365964686934,0.161333,0.155,0.0312376617727727,0.1767417940747823,,,,,-0.0170219999999999,-0.076,0.0431939895055055,0.2078316374027436
11,seg_6a8s,NORM,-0.0142969999999999,-0.06,0.0130536244154154,0.1142524591219612,0.237997,0.2195,0.0346802572482482,0.1862263602400268,0.252297,0.2705,0.0140050318228228,0.1183428570840793,-0.059761,-0.13,0.0221742481271271,0.1489102015549207,-0.058291,-0.1215,0.0304674397587587,0.1745492473737963
11,seg_8a10s,NORM,-0.033926,-0.071,0.0111862647887887,0.1057651397615905,-0.227538,-0.24,0.0209336341901901,0.1446846024640846,-0.193616,-0.19,0.0087923308748748,0.0937674297124266,0.03499,-0.027,0.0228274853853853,0.1510876744985685,0.04067,-0.01,0.0308555266266266,0.1756574126720151
12,seg_0a2s,NORM,0.0227839999999999,-0.008,0.0079027981421421,0.0888976835589215,-0.015561,-0.055,0.0150021043833833,0.122483077947051,-0.038357,-0.045,0.0023005741251251,0.0479643005278418,0.03709,-0.045,0.0442568207207207,0.2103730513177026,-0.134066,-0.171,0.020607449093093,0.1435529487439846
12,seg_2a4s,NORM,0.014848,-0.01,0.0067255624584584,0.0820095266323276,0.0150059999999999,-0.015,0.013079123087087,0.1143639938402252,0.000162,-0.005,0.0021724842402402,0.0466099156858306,-0.042328,-0.095,0.0315807671831831,0.1777097835888142,0.065828,0.03,0.0200921665825825,0.1417468397622415
12,seg_4a6s,NORM,0.02269,0.0,0.0059915254254254,0.0774049444507611,0.0294939999999999,-0.01,0.0111896696336336,0.1057812347896999,0.006815,0.0,0.0020136504254254,0.0448737164209231,-0.035372,-0.115,0.0367829365525525,0.191788781091472,0.1323,0.095,0.014776066066066,0.1215568429421645
12,seg_6a8s,NORM,0.0132219999999999,-0.015,0.0075107354514514,0.0866644993723003,0.014156,-0.025,0.0154739335975975,0.1243942667392577,0.00094,-0.005,0.0026060764764764,0.0510497451166651,0.009832,-0.0735,0.0435331249009008,0.2086459319059465,0.068245,0.025,0.0216454584334334,0.1471239560147613
12,seg_8a10s,NORM,-0.053563,-0.0725,0.00467702906006,0.0683888080029185,-0.015867,-0.045,0.0078461214324324,0.0885783350059845,0.03769,0.035,0.0012006325325325,0.0346501447692867,-0.0121459999999999,-0.06,0.024626389073073,0.1569279741571689,-0.1370029999999999,-0.1345,0.0141758348258258,0.1190623148852138
13,seg_0a2s,NORM,-0.025825,-0.039,0.0052525188938938,0.0724742636657585,0.094292,0.055,0.0183200567927927,0.1353516043229366,0.120098,0.1,0.0114572896856856,0.1070387298396505,-0.0147929999999999,-0.025,0.0415462023533533,0.2038288555463954,-0.0412,-0.08,0.0245971591591591,0.1568348148822804
13,seg_2a4s,NORM,0.0102449999999999,0.0,0.0049072181931931,0.0700515395490576,-0.0131529999999999,-0.04,0.0213118714624624,0.1459858604881392,-0.023411,-0.04,0.0148674555345345,0.121932175960796,0.0211609999999999,0.025,0.0396341332122122,0.1990832318710247,0.010517,-0.03,0.0250546223333333,0.1582865197461026
13,seg_4a6s,NORM,0.0105799999999999,0.0025,0.0035243239239239,0.0593660165745009,-0.067895,-0.105,0.0167804524274274,0.1295393856223945,-0.078457,-0.105,0.0097518199709709,0.0987513036418809,0.028311,0.011,0.0338732755545545,0.1840469384547174,0.0376369999999999,0.0,0.0190055007317317,0.1378604393280818
13,seg_6a8s,NORM,0.025407,0.01,0.0050452626136136,0.0710300120626036,0.001645,-0.036,0.02042406504004,0.1429127882312847,-0.023761,-0.052,0.0129707946736736,0.1138893966691968,0.0046499999999999,0.0,0.0386777432432432,0.196666578866983,-0.005494,-0.055,0.0231467687327327,0.1521406215733744
13,seg_8a10s,NORM,0.015691,0.006,0.0037041276466466,0.0608615448920469,-0.009203,-0.034,0.0154708025935935,0.1243816811013325,-0.0249,-0.048,0.0100226306306306,0.1001130892073091,-0.043088,-0.05,0.0283402725285285,0.1683456935253424,-0.017998,-0.05,0.0172768568528528,0.1314414578922983
14,seg_0a2s,NORM,-0.005176,-0.021,0.0067184294534534,0.0819660262148498,0.0174279999999999,-0.02,0.0139695543703703,0.1181928693719311,0.022594,0.02,0.002569891055055,0.0506940929009983,-0.043674,-0.0615,0.0081145102342342,0.0900805763427068,0.084293,0.065,0.0143568059569569,0.1198198896550858
14,seg_2a4s,NORM,0.00834,-0.013,0.0058442606606606,0.0764477642620152,-0.049866,-0.0825,0.0166169209649649,0.1289066366211025,-0.0582099999999999,-0.055,0.0043172951951951,0.0657061275315719,0.0018429999999999,-0.019,0.0107202806316316,0.1035387880537126,-0.0244759999999999,-0.06,0.0156139994234234,0.1249559899461543
14,seg_4a6s,NORM,0.0078459999999999,-0.016,0.0084328551391391,0.091830578453689,-0.06971,-0.085,0.0194955574574574,0.1396264926776342,-0.077567,-0.085,0.0034248283393393,0.0585220329392216,0.098911,0.09,0.0115653043833833,0.107542105165295,-0.018798,-0.055,0.0188479191151151,0.137287723832523
14,seg_6a8s,NORM,0.035345,0.016,0.0057123923673673,0.0755803702515895,0.0430849999999999,0.011,0.0131093251001001,0.1144959610645725,0.007737,-0.002,0.0024467966276276,0.0494651051512844,-0.06244,-0.085,0.0098957901901901,0.0994775863709518,-0.031601,-0.065,0.0138487765755755,0.1176808250123
14,seg_8a10s,NORM,-0.0480549999999999,-0.068,0.0099992672422422,0.099996336144092,0.046869,0.01,0.018409167006006,0.1356803854873872,0.094913,0.09,0.002869615046046,0.0535687879837321,-0.0185089999999999,-0.045,0.0121764723913913,0.1103470542941287,-0.019277,-0.05,0.0194986449159159,0.1396375483740527
15,seg_0a2s,NORM,-0.038505,-0.057,0.0049006346096096,0.0700045327790251,0.134292,0.1135,0.0222775202562562,0.1492565585033242,0.172794,0.165,0.0079670646286286,0.0892584148897381,-0.028626,-0.045,0.0333045166406406,0.1824952510084595,0.04109,0.0065,0.01808817007007,0.1344922676962139
15,seg_2a4s,NORM,-0.028627,-0.03,0.0061068367077077,0.0781462520387747,-0.063157,0.01,0.0950918321831831,0.3083696356374654,-0.034535,0.0695,0.0885969997747747,0.2976524815531944,0.0551549999999999,0.015,0.0416504053803803,0.2040843094909071,0.050361,0.02,0.0219562389179179,0.1481763777324777
15,seg_4a6s,NORM,-0.020514,-0.038,0.0052238616656656,0.0722762870218556,0.113468,0.08,0.0192881411171171,0.1388817522827139,0.133992,0.126,0.006636106042042,0.0814622982860295,-0.054761,-0.0875,0.0341241139929929,0.1847271338839884,-0.0589559999999999,-0.08,0.0199468569209209,0.1412333421006559
15,seg_6a8s,NORM,0.0049079999999999,-0.015,0.0058729284644644,0.0766350341845324,-0.019997,-0.04,0.0293818348258258,0.1714113030865404,-0.0249129999999999,-0.056,0.0175200474784784,0.1323633162113978,0.003506,-0.021,0.0331442622262262,0.1820556569465124,-0.0270479999999999,-0.03,0.019625309005005,0.1400903601430341
15,seg_8a10s,NORM,0.067288,0.059,0.0088740971531531,0.0942024264716846,-0.166017,-0.18,0.0242890017127127,0.1558492916657394,-0.233307,-0.1845,0.0233456223733733,0.1527927431960477,-0.0094749999999999,-0.035,0.0323369543293293,0.1798247878612104,0.0134919999999999,-0.02,0.0181886926286286,0.1348654612146068
16,seg_0a2s,NORM,0.0031949999999999,-0.009,0.0057182051801801,0.0756188149879392,-0.00727,-0.04,0.0332511462462462,0.1823489683169231,-0.010486,-0.028,0.0253882961001001,0.1593370518746349,0.163244,0.2,0.0964738483123123,0.3106023958573281,-0.020352,-0.07,0.0383077838798798,0.1957237437815858
