ecg_id,segment_id,label,mean_I,median_I,variance_I,std_I,mean_II,median_II,variance_II,std_II,mean_III,median_III,variance_III,std_III,mean_V3,median_V3,variance_V3,std_V3,mean_V6,median_V6,variance_V6,std_V6
8,seg_0a2s,MI,0.013816,-0.03,0.0246705366806806,0.1570685731796169,0.260129,0.286,0.0303865789379379,0.1743174659577689,0.246328,0.2945,0.0307368632792792,0.175319318043618,-0.054217,-0.0735,0.1033029268378378,0.3214077267861459,-0.1014609999999999,-0.136,0.0217348273063063,0.1474273628140526
8,seg_2a4s,MI,0.022796,-0.035,0.0331634498338338,0.1821083464145282,-0.079531,-0.129,0.1106351902292292,0.332618685929142,-0.1023019999999999,-0.1685,0.1119044912872872,0.3345212867476258,0.017955,0.035,0.1712679309059059,0.4138452982769116,0.031943,0.04,0.0436668065575575,0.2089660416372898
8,seg_4a6s,MI,7.499999999999929e-05,-0.048,0.025076646021021,0.1583560735211031,-0.462501,-0.506,0.0153912592582582,0.1240615140092134,-0.462562,-0.48,0.0159757579139139,0.1263952448231891,0.171209,0.147,0.1025473086276276,0.3202300870118665,0.139488,0.11,0.0209407886446446,0.1447093246637708
8,seg_6a8s,MI,-0.001543,-0.064,0.0331921282792792,0.1821870694623504,-0.0061419999999999,0.0055,0.0291568446806806,0.1707537545141561,-0.004591,0.019,0.0327512069259259,0.1809729452872056,-0.010296,-0.06,0.1375051375215215,0.370816851722682,0.012504,-0.031,0.0299399899739739,0.1730317600152468
8,seg_8a10s,MI,-0.022825,-0.07,0.0255827611361361,0.1599461194782047,0.31059,0.3,0.0085127026026026,0.0922643083895533,0.33341,0.34,0.0111129828828828,0.1054181335581449,-0.133132,-0.15,0.1101963269029029,0.331958321032781,-0.076142,-0.12,0.0222058016376376,0.1490161120068485
39,seg_0a2s,MI,-0.050004,-0.09,0.0415847267107107,0.2039233353756031,0.028354,0.0185,0.0124172179019019,0.1114325710997547,0.078361,0.102,0.0196648635425425,0.1402314641674348,0.0413729999999999,0.0595,0.076998113984985,0.2774853401262578,0.069739,0.043,0.030043142021021,0.1733295763019716
39,seg_2a4s,MI,0.086829,0.061,0.0447256734324324,0.2114844519874509,0.012957,-0.005,0.0135714105615615,0.1164963972042121,-0.073877,-0.0555,0.0159670549259259,0.1263608124614824,0.013971,0.035,0.0587151413003002,0.2423120741942099,-0.001586,-0.0415,0.0343620346386386,0.1853699939004116
39,seg_4a6s,MI,0.098211,0.065,0.034860603082082,0.1867099437150632,0.038821,0.0475,0.0106113923513513,0.1030116127014394,-0.059383,-0.065,0.0184030593703703,0.1356578761825879,0.0010079999999999,0.02,0.0636777777137137,0.2523445614902641,-0.057703,-0.064,0.0266183611521521,0.1631513443161047
39,seg_6a8s,MI,-0.085267,-0.113,0.0444182659769769,0.2107564138454082,0.0160029999999999,0.011,0.014458091082082,0.1202418025566902,0.101268,0.122,0.0224220462222222,0.1497399286169932,-0.037536,-0.005,0.0751485932972973,0.2741324375138727,0.003182,-0.02,0.0269807396156156,0.1642581493126463
39,seg_8a10s,MI,-0.055423,-0.0705,0.0386926407117117,0.196704450157366,-0.115595,-0.13,0.0160683993743743,0.126761190331956,-0.060169,-0.04,0.0142234478868868,0.1192620974446067,-0.0072869999999999,0.01,0.0709309435745745,0.2663286382921945,0.025108,0.0035,0.0396663186546546,0.199164049603975
63,seg_0a2s,MI,-0.037109,-0.065,0.0103993784974974,0.1019773430596105,-0.02639,-0.07,0.012977113013013,0.1139171322190521,0.010736,0.01,0.0024304968008008,0.0493000689735907,0.00339,-0.025,0.0777614053053053,0.2788573206951995,-0.003662,-0.09,0.0690698275835836,0.2628113916548968
63,seg_2a4s,MI,0.006157,-0.02,0.01089665901001,0.104387063422677,-0.019853,-0.065,0.013212652043043,0.1149463006931629,-0.0259979999999999,-0.04,0.0024586046006006,0.0495843180915155,-0.009845,-0.035,0.0763283793543543,0.2762759116433323,0.002989,-0.075,0.0665788897687687,0.2580288545274903
63,seg_4a6s,MI,-0.0059149999999999,-0.028,0.0097310067817817,0.098645865507794,0.016535,-0.03,0.0123389857607607,0.1110809873955069,0.022466,0.015,0.0028724693133133,0.0535954225033567,-0.019967,-0.045,0.0643863802912912,0.2537447148046463,0.002632,-0.075,0.0670820646406406,0.2590020552826572
63,seg_6a8s,MI,0.011529,-0.015,0.0111563114704704,0.105623441860557,-0.000267,-0.045,0.0151689066176176,0.1231621151881438,-0.011793,-0.025,0.0030146487997997,0.054905817540583,-0.009575,-0.0395,0.0770073116866866,0.2775019129423915,0.007493,-0.075,0.06895705901001,0.2625967612329025
63,seg_8a10s,MI,0.016415,-0.015,0.0116461669419419,0.1079174079652673,0.016717,-0.019,0.0129935364474474,0.1139891944328384,0.0003169999999999,-0.007,0.0032010715825825,0.0565780132435081,-0.0179099999999999,-0.035,0.074441165065065,0.2728390827302149,-0.017002,-0.0955,0.0656127587547547,0.2561498755704455
103,seg_0a2s,MI,0.0702459999999999,0.055,0.0079671646486486,0.0892589751714002,-0.051369,-0.05,0.0093746995385385,0.0968230320664383,-0.121636,-0.105,0.0111693568608608,0.1056851780566265,0.0265179999999999,0.045,0.0717914631391391,0.267939290025071,0.045608,0.025,0.0136323106466466,0.1167574864693765
103,seg_2a4s,MI,-0.00566,-0.0195,0.0077729933933933,0.0881645812863271,-0.007591,0.005,0.0093115352542542,0.0964962965831034,-0.001926,0.026,0.0088391076316316,0.0940165285023417,-0.0184139999999999,0.01,0.091492399003003,0.3024771049236669,-0.0122739999999999,-0.03,0.0147155444684684,0.1213076438995847
103,seg_4a6s,MI,-0.033661,-0.048,0.0062407648438438,0.0789985116558776,0.052999,0.06,0.0079086816806806,0.0889307690323246,0.086655,0.107,0.0059883623373373,0.0773845096730433,-0.029337,-0.022,0.0725806701011011,0.2694079993264882,-0.027081,-0.043,0.0119137622012012,0.1091501818651769
103,seg_6a8s,MI,-0.019931,-0.04,0.0080269451841841,0.0895932206374131,0.074551,0.08,0.0085952826816816,0.0927107473903736,0.0944899999999999,0.115,0.0080710929929929,0.0898392619793428,-0.0615179999999999,-0.0315,0.0880422419179179,0.2967191296797662,-0.052251,-0.07,0.014319059058058,0.1196622708210823
103,seg_8a10s,MI,-0.026812,-0.037,0.0077048615175175,0.0877773405698618,-0.08122,-0.099,0.0127221357357357,0.1127924453841467,-0.054412,-0.061,0.0100995598158158,0.1004965661891779,0.052928,0.064,0.0704365493653653,0.2653988495931461,0.036039,0.024,0.0118286421211211,0.1087595610561256
106,seg_0a2s,MI,0.0273069999999999,-0.03,0.0248778385895895,0.1577271016331359,-0.021641,-0.08,0.0342855796986987,0.1851636565276747,-0.04896,-0.06,0.0032854518518518,0.0573188612225666,0.026887,-0.084,0.1184103966276276,0.3441081176427368,0.010349,-0.074,0.0497073004994995,0.2229513411027157
106,seg_2a4s,MI,-0.0181039999999999,-0.06,0.0215730722562562,0.1468777459530757,0.017072,0.01,0.0278843771931931,0.1669861586874588,0.035193,0.049,0.005100304055055,0.0714164130648904,-0.048684,-0.13,0.08181986601001,0.2860417207506801,-0.0101409999999999,-0.065,0.0434856607797797,0.2085321576634639
106,seg_4a6s,MI,-0.004657,-0.06,0.0222862475985986,0.1492857916835979,0.001625,-0.07,0.0266913377127127,0.16337483806484,0.006261,0.005,0.0023236124914914,0.0482038638647514,0.0031009999999999,-0.1275,0.0923358166156156,0.3038680908151029,0.002648,-0.065,0.0363460361321321,0.1906463640674328
106,seg_6a8s,MI,0.003668,-0.05,0.0290454051811811,0.1704271257200014,0.039387,-0.019,0.031480798029029,0.1774282898216319,,,,,0.034925,-0.065,0.1113551785535535,0.3336992336724098,0.0124849999999999,-0.065,0.0517196834584584,0.2274196197746765
106,seg_8a10s,MI,-0.010687,-0.05,0.0178170721031031,0.1334806057189699,-0.022185,-0.064,0.0186255102852852,0.1364753101673899,-0.011503,-0.011,0.0017884344254254,0.0422898856161307,-0.0456329999999999,-0.137,0.0619248271381381,0.2488469954372327,-0.0271339999999999,-0.08,0.0285336096536536,0.1689189440342724
131,seg_0a2s,MI,0.04491,0.03,0.0062724263263263,0.0791986510385519,0.061667,0.03,0.0156183564674674,0.1249734230445316,0.0167629999999999,0.0,0.0027839147457457,0.0527628159383646,-0.067138,-0.089,0.022981100056056,0.15159518480498,-0.002035,-0.025,0.0134155273023023,0.115825417341369
131,seg_2a4s,MI,-0.022276,-0.04,0.005641227051051,0.0751081024327672,-0.006256,-0.035,0.0131557562202202,0.1146985449786535,0.016022,0.005,0.0020997152312312,0.0458226497622216,0.008326,-0.017,0.02007433606006,0.1416839301405069,-0.0068679999999999,-0.035,0.0125322668428428,0.1119476075798086
131,seg_4a6s,MI,0.0150639999999999,0.0,0.0083839938978978,0.0915641518166247,-0.028531,-0.07,0.0178574725115115,0.1336318544042232,-0.0435959999999999,-0.05,0.0040954882722722,0.0639960020022522,0.084277,0.06,0.018139754025025,0.1346839041052234,0.0306,-0.005,0.0170103383383383,0.1304236877961144
131,seg_6a8s,MI,0.014254,-0.005,0.0061076951791791,0.0781517445690061,-0.032379,-0.063,0.0135963096686686,0.1166032146583818,-0.0466109999999999,-0.054,0.0022046863653653,0.0469540878450999,0.072798,0.05,0.020018856052052,0.141488006742805,0.0188019999999999,0.0,0.0127835203163163,0.113064230932317
131,seg_8a10s,MI,-0.0420579999999999,-0.059,0.00650938402002,0.0806807537149971,0.0168699999999999,-0.024,0.0147942573573573,0.1216316462001454,0.058928,0.06,0.0032141009169169,0.056693041168356,-0.084149,-0.128,0.0270230438428428,0.1643868724772232,-0.009822,-0.037,0.013385706022022,0.1156966119729615
